month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
3,51000,12,29,female,Higher education,Household appliances,0,2,41000,Another,2,0,0
3,26000,8,31,female,Secondary special education,Computers,0,2,36000,Another,0,0,0
3,17000,10,35,female,Secondary special education,Household appliances,1,2,21000,Married,2,1,0
3,10000,12,25,female,Secondary special education,Household appliances,0,2,19000,Another,3,1,0
3,69000,24,42,male,Secondary special education,Household appliances,1,2,36000,Another,0,0,0
3,16500,15,56,male,Secondary special education,Household appliances,1,2,11000,Another,0,1,0
3,28000,12,27,female,Secondary special education,Cell phones,1,2,27000,Another,1,1,1
3,15000,12,20,male,Secondary special education,Computers,0,2,13000,Another,0,1,0
3,14000,6,21,female,Secondary special education,Household appliances,0,2,21000,Another,2,1,0
3,221000,36,48,female,Higher education,Clothing,0,2,56000,Married,0,1,0
3,15500,10,32,female,Higher education,Cell phones,0,2,51000,Another,2,1,0
3,51500,8,34,female,Higher education,Training,0,0,51000,Another,0,0,0
3,10000,6,22,male,Secondary special education,Computers,0,1,31000,Another,1,0,0
3,52000,18,21,male,Incomplete higher education,Furniture,0,2,26000,Another,1,0,0
3,9500,6,45,male,Secondary special education,Cell phones,0,2,16000,Another,1,1,0
3,37000,12,26,male,Higher education,Household appliances,1,2,27000,Married,3,0,0
3,30000,10,39,male,Higher education,Household appliances,0,0,56000,Another,0,1,0
3,11000,15,36,male,Secondary special education,Household appliances,1,2,11000,Married,1,0,0
3,22500,24,38,male,Higher education,Furniture,0,2,20000,Another,0,1,0
3,25500,16,22,female,Secondary special education,Cell phones,0,2,31000,Another,0,1,0
3,34000,10,51,male,Secondary special education,Construction Materials,0,2,51000,Another,0,0,0
3,8000,3,30,female,Higher education,Computers,0,2,26000,Married,0,1,0
3,22000,12,40,male,Higher education,Furniture,1,2,41000,Another,1,1,0
3,6000,6,46,female,Secondary special education,Cell phones,1,2,31000,Another,3,0,0
3,9500,12,53,male,Secondary special education,Furniture,1,2,16000,Another,2,1,0
3,14500,12,40,female,Secondary special education,Cell phones,0,2,46000,Married,1,1,1
3,11500,6,24,male,Incomplete higher education,Household appliances,1,2,31000,Another,1,0,0
3,51500,18,31,female,Higher education,Computers,0,0,101000,Married,1,0,0
3,40000,12,47,female,Incomplete higher education,Household appliances,0,0,61000,Another,0,1,1
3,13000,8,21,female,Secondary special education,Cell phones,0,1,31000,Another,0,0,0
3,18000,6,27,female,Secondary special education,Cell phones,0,2,36000,Another,2,0,0
3,14000,6,20,female,Secondary special education,Cell phones,0,2,21000,Another,2,1,0
3,201000,12,37,male,Higher education,Clothing,0,0,61000,Married,1,1,1
3,6000,6,54,female,Secondary special education,Cell phones,1,2,16000,Another,0,1,1
3,39000,24,30,male,Higher education,Household appliances,1,2,31000,Another,3,1,0
3,30000,12,21,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,0
3,7500,10,25,female,Secondary special education,Cell phones,1,2,31000,Another,1,1,0
3,9500,6,58,male,Secondary special education,Cell phones,0,2,21000,Married,1,0,0
3,21000,6,31,male,Higher education,Household appliances,1,0,31000,Another,3,1,0
3,20000,4,28,female,Secondary special education,Cell phones,1,2,51000,Unmarried,4,1,0
3,39000,18,50,female,Secondary special education,Boats,0,2,33000,Another,1,0,0
3,109000,24,43,female,Secondary special education,Household appliances,0,2,36000,Another,1,1,0
3,31500,10,53,female,Secondary special education,Cell phones,0,2,36000,Married,2,1,0
3,27000,12,55,male,Secondary special education,Household appliances,0,2,33000,Another,1,1,0
3,14000,12,24,male,Secondary special education,Cell phones,1,2,16000,Married,1,0,0
3,43000,12,30,male,Higher education,Furniture,1,2,21000,Another,3,1,0
3,21000,6,29,female,Higher education,Furniture,0,1,31000,Another,1,0,0
3,19500,12,24,female,Secondary special education,Cell phones,1,2,27000,Another,2,0,0
3,22000,6,32,male,Secondary education,Household appliances,1,2,26000,Another,2,0,0
3,16000,15,38,female,Higher education,Auto,1,2,51000,Another,0,0,0
3,15500,12,31,male,Incomplete higher education,Cell phones,1,2,21000,Another,0,1,0
3,95500,36,45,male,Secondary special education,Clothing,1,2,26000,Married,3,1,0
3,24000,12,23,male,Secondary special education,Cell phones,0,2,26000,Married,0,1,0
3,31500,12,29,female,Secondary special education,Computers,1,2,31000,Another,0,0,0
3,44000,12,41,female,Secondary special education,Computers,1,2,81000,Married,0,1,0
3,8000,12,39,female,Secondary education,Cell phones,0,2,36000,Another,3,1,0
3,18000,6,34,male,Secondary special education,Furniture,1,2,21000,Another,0,0,0
3,59000,24,40,female,Higher education,Computers,1,2,81000,Unmarried,3,0,0
3,16000,12,20,female,Secondary education,Cell phones,0,2,14000,Married,1,1,1
3,15000,15,45,male,Higher education,Medical services,1,2,31000,Married,2,0,1
3,10500,9,45,female,Secondary special education,Household appliances,1,2,36000,Another,0,0,0
3,11500,10,32,male,Secondary special education,Household appliances,1,2,26000,Another,0,0,0
3,22500,10,30,male,Incomplete higher education,Furniture,1,2,16000,Married,1,0,0
4,73000,18,37,male,Higher education,Cosmetics and beauty services,0,1,41000,Another,1,1,0
3,24500,12,56,male,Secondary education,Cell phones,0,2,36000,Married,1,0,1
3,73000,24,48,male,Higher education,Cosmetics and beauty services,0,0,93000,Unmarried,0,1,0
3,50000,18,26,female,Higher education,Audio & Video,0,1,71000,Married,2,1,0
3,8500,12,26,female,Secondary special education,Cell phones,0,2,26000,Another,0,1,1
3,176000,36,87,male,Higher education,Childen's goods,0,2,26000,Unmarried,0,1,0
4,37500,4,37,male,Secondary special education,Household appliances,0,2,34000,Another,3,1,0
4,119000,8,28,male,Higher education,Furniture,0,0,69000,Another,2,0,0
4,22000,12,28,female,Incomplete higher education,Household appliances,1,2,26000,Another,2,0,0
3,5000,12,38,female,Secondary special education,Cell phones,1,2,31000,Another,2,0,0
3,30500,4,28,female,Higher education,Fitness,1,2,61000,Another,1,0,0
3,6000,4,48,female,Higher education,Cell phones,1,2,29000,Married,0,0,0
3,27500,12,30,female,Higher education,Household appliances,0,0,21000,Another,1,0,0
3,26500,4,27,male,Higher education,Cell phones,0,2,36000,Another,3,0,0
3,43500,12,53,male,Higher education,Cosmetics and beauty services,0,0,31000,Married,0,1,0
4,23000,12,21,male,Secondary education,Computers,0,2,19000,Another,1,1,1
4,85000,18,66,male,Secondary special education,Furniture,1,2,19000,Another,2,1,0
4,21000,10,28,male,Higher education,Cell phones,0,0,21000,Another,2,1,0
4,25000,36,20,male,Incomplete higher education,Clothing,0,2,36000,Another,3,0,0
4,41000,15,54,male,Secondary education,Windows & Doors,0,2,15000,Another,0,0,0
4,101000,12,52,female,Higher education,Tourism,1,2,61000,Another,0,1,0
4,39000,18,29,male,Higher education,Cosmetics and beauty services,1,2,41000,Another,0,1,0
4,163000,24,60,male,Secondary special education,Construction Materials,0,2,43000,Another,1,1,1
3,74000,24,57,male,Higher education,Cosmetics and beauty services,0,2,28000,Another,0,1,0
3,34000,12,18,male,Secondary education,Cell phones,0,2,26000,Another,4,1,1
3,23500,6,53,male,Higher education,Furniture,0,2,26000,Another,0,1,0
3,32000,24,47,male,Secondary special education,Household appliances,1,2,33000,Unmarried,0,1,0
4,15500,12,61,male,Secondary education,Windows & Doors,0,2,11000,Another,2,1,0
4,17500,6,21,male,Secondary special education,Household appliances,0,2,16000,Another,0,1,0
4,39500,12,22,female,Secondary special education,Cell phones,0,2,26000,Another,0,1,0
4,151000,18,20,male,Higher education,Medical services,0,0,19000,Another,2,1,0
4,15000,10,34,male,Secondary special education,Furniture,0,2,19000,Another,1,0,0
3,51000,24,31,female,Higher education,Construction Materials,1,2,31000,Another,0,0,0
3,17500,18,44,male,Secondary special education,Household appliances,0,2,23000,Another,0,0,0
3,13500,8,37,male,Secondary education,Household appliances,1,0,31000,Another,2,0,0
3,21000,12,21,female,Secondary special education,Fitness,0,2,21000,Unmarried,0,1,0
4,57000,15,41,female,Higher education,Tourism,1,2,56000,Unmarried,0,1,0
4,24500,12,32,male,Higher education,Furniture,1,2,26000,Another,3,0,0
4,15500,6,26,male,Incomplete higher education,Jewelry,1,0,61000,Married,1,1,0
4,56000,16,28,male,Secondary special education,Household appliances,0,2,31000,Another,1,1,1
4,22500,6,55,female,Secondary special education,Computers,1,2,71000,Married,1,0,0
4,31000,18,32,female,Secondary special education,Cell phones,0,2,13000,Another,1,1,1
4,12500,10,24,female,Secondary special education,Cell phones,0,0,26000,Another,0,1,1
4,93000,24,31,male,Higher education,Household appliances,0,2,36000,Another,2,0,0
4,7000,6,21,male,Incomplete higher education,Cell phones,0,0,38000,Married,1,1,0
4,8000,4,29,female,Higher education,Music,0,2,26000,Married,4,1,0
4,12500,6,43,male,Secondary special education,Cell phones,0,2,21000,Another,1,1,0
4,25000,12,35,female,Secondary special education,Household appliances,0,2,26000,Another,1,0,0
4,29500,12,57,male,Secondary special education,Sporting goods,0,2,26000,Married,1,1,0
4,51000,18,30,female,Secondary education,Household appliances,0,2,39000,Another,3,0,0
4,27500,10,21,male,Secondary special education,Household appliances,1,2,21000,Another,0,1,0
4,10500,10,56,female,Secondary special education,Cell phones,1,2,10000,Another,1,1,0
4,21500,18,42,male,Secondary special education,Cell phones,1,2,21000,Married,1,1,0
4,16500,6,20,female,Secondary special education,Computers,0,2,31000,Married,0,0,0
4,12000,12,26,female,Secondary education,Cell phones,0,2,14000,Married,2,1,0
4,21000,24,30,male,Higher education,Household appliances,1,2,25000,Married,2,1,0
4,5000,6,24,male,Secondary special education,Cell phones,1,2,11000,Another,2,1,0
4,20500,12,54,male,Secondary special education,Cell phones,0,2,41000,Another,0,1,0
4,31000,12,50,male,Secondary special education,Cell phones,1,0,48000,Another,1,1,1
4,17000,10,30,male,Secondary special education,Jewelry,1,1,26000,Married,1,1,0
4,16000,10,32,male,Secondary special education,Cell phones,0,2,26000,Another,0,0,0
4,5000,3,55,female,Secondary special education,Sporting goods,1,2,22000,Another,1,1,0
4,13500,12,34,male,Higher education,Household appliances,1,2,61000,Another,1,1,0
4,16500,6,26,male,Secondary special education,Household appliances,0,2,26000,Another,3,0,0
4,20500,6,27,female,Secondary special education,Household appliances,1,2,33000,Another,1,0,0
4,49000,18,27,female,Higher education,Fitness,0,0,151000,Another,1,0,0
4,24000,10,24,female,Secondary special education,Computers,0,2,26000,Another,2,1,0
4,30500,6,29,male,Higher education,Furniture,1,2,36000,Another,1,1,0
4,11000,6,43,male,Secondary special education,Cell phones,1,2,26000,Another,1,1,0
4,8000,3,31,male,Higher education,Cell phones,1,2,29000,Another,1,1,0
4,17500,10,30,female,Secondary special education,Cell phones,1,2,31000,Married,1,1,0
4,12000,6,23,male,Higher education,Household appliances,0,2,31000,Another,2,0,0
4,18000,12,22,female,Secondary special education,Cell phones,0,2,10000,Married,4,1,0
4,26000,12,49,male,Secondary special education,Furniture,0,2,18000,Married,1,1,1
4,20000,6,40,female,Higher education,Fitness,1,2,36000,Another,1,0,0
4,39000,12,35,male,Higher education,Furniture,1,2,41000,Married,0,1,0
4,19000,12,27,female,Secondary special education,Cell phones,0,0,31000,Married,0,0,0
4,12500,12,24,male,Incomplete higher education,Household appliances,0,2,22000,Another,2,0,0
4,24000,18,22,male,Higher education,Cell phones,0,2,18000,Another,1,0,0
4,21500,12,56,male,Secondary special education,Construction Materials,0,2,27000,Another,0,0,0
4,5500,3,27,male,Secondary special education,Computers,1,2,17000,Another,1,1,0
4,103000,12,61,male,Secondary special education,Household appliances,0,2,18000,Another,1,1,0
4,71000,12,48,male,Secondary special education,Repair Services,0,2,37000,Another,0,0,0
4,26000,6,34,female,Secondary special education,Auto,0,2,36000,Unmarried,2,1,1
4,9500,12,43,male,Higher education,Cell phones,1,2,13000,Another,2,0,0
4,9500,12,22,male,Secondary special education,Cell phones,0,2,19000,Another,1,0,0
4,28500,12,38,male,Higher education,Household appliances,1,0,36000,Another,1,0,0
4,28000,12,32,female,Secondary special education,Household appliances,0,0,43000,Married,2,1,0
4,22000,4,24,female,Secondary education,Jewelry,0,0,61000,Married,4,1,1
4,12000,12,40,female,Secondary education,Computers,1,2,13000,Another,1,1,0
4,9000,6,24,female,Secondary special education,Cell phones,1,2,16000,Married,1,1,0
4,8500,6,30,female,Secondary education,Computers,0,2,26000,Another,0,1,0
4,36500,24,44,male,Secondary special education,Windows & Doors,1,0,26000,Married,3,1,0
4,12000,6,47,female,Secondary education,Cell phones,0,2,31000,Another,0,1,0
4,12500,10,52,female,Secondary special education,Cell phones,1,0,21000,Another,0,0,0
4,23500,10,22,female,Secondary special education,Household appliances,0,2,31000,Another,1,1,0
4,10000,4,48,male,Secondary special education,Construction Materials,1,2,14000,Married,2,0,0
4,21000,3,31,male,Higher education,Furniture,1,2,26000,Another,1,0,0
4,8500,4,56,male,Secondary special education,Cell phones,0,2,2000,Another,1,0,0
4,20000,6,23,female,Secondary special education,Cell phones,0,2,36000,Married,1,1,1
4,14000,12,62,male,Secondary special education,Household appliances,0,2,27000,Another,1,1,0
4,14000,12,46,female,Higher education,Cell phones,1,2,26000,Another,2,1,0
4,9000,6,31,female,Higher education,Computers,0,2,19000,Another,0,0,0
4,32500,24,26,female,Incomplete higher education,Household appliances,0,0,121000,Another,1,0,0
4,15000,12,25,female,Secondary special education,Household appliances,1,2,28000,Married,0,1,1
4,30000,24,41,female,Higher education,Household appliances,1,2,81000,Another,2,0,0
4,9000,4,25,male,Higher education,Cell phones,1,2,26000,Another,2,0,0
4,30500,6,36,male,Higher education,Furniture,0,0,101000,Married,0,0,0
4,76500,24,33,male,Secondary special education,Furniture,1,0,61000,Another,0,1,0
4,12500,3,63,male,Secondary special education,Clothing,1,2,18000,Married,0,1,0
4,25500,20,76,male,Higher education,Medical services,0,2,14000,Another,0,1,0
4,9500,4,29,male,Higher education,Cell phones,1,2,26000,Another,0,1,0
4,15000,12,30,female,Higher education,Cell phones,0,0,81000,Another,0,0,0
4,10000,3,37,female,Secondary special education,Computers,1,2,41000,Another,1,0,0
4,22500,10,35,male,Secondary special education,Cell phones,0,2,16000,Another,2,1,0
4,23000,12,24,male,Secondary special education,Household appliances,0,2,71000,Another,2,1,0
4,15000,10,65,male,Secondary special education,Jewelry,0,2,11000,Married,2,0,0
4,34500,12,26,male,Secondary special education,Furniture,1,2,76000,Married,1,0,0
4,14000,12,40,male,Secondary special education,Household appliances,0,2,18000,Another,4,0,0
4,9500,3,32,male,Higher education,Household appliances,1,2,36000,Another,0,1,0
4,27500,10,21,female,Secondary special education,Cell phones,0,2,22000,Unmarried,3,1,0
4,25000,12,64,female,Secondary special education,Household appliances,1,2,21000,Another,0,1,0
5,13000,7,29,male,Secondary special education,Household appliances,0,2,16000,Another,2,1,0
5,23000,12,30,female,Secondary special education,Computers,0,2,34000,Another,1,1,0
4,11000,12,41,female,Higher education,Household appliances,1,2,21000,Another,1,0,0
4,9500,3,75,male,Secondary education,Furniture,0,2,23000,Another,3,1,0
4,63500,15,23,male,Secondary special education,Tourism,0,0,34000,Another,0,0,0
5,9500,6,20,male,Secondary special education,Cell phones,0,1,21000,Another,1,1,0
5,45000,12,60,male,Higher education,Household appliances,0,2,13000,Another,2,1,0
4,7000,4,28,female,Incomplete higher education,Jewelry,1,2,24000,Another,1,1,0
4,29000,12,23,female,Secondary special education,Computers,0,2,41000,Unmarried,1,1,0
5,21000,12,22,female,Secondary education,Cell phones,0,2,61000,Another,1,1,0
5,20000,6,52,female,Secondary special education,Garden equipment,1,2,41000,Married,0,1,0
5,18000,12,53,male,Secondary special education,Furniture,1,0,31000,Another,4,1,0
5,36000,18,33,female,Secondary special education,Cell phones,1,2,21000,Married,3,1,0
5,13000,10,23,female,Secondary special education,Cell phones,0,2,26000,Another,1,0,0
5,68500,24,52,male,Higher education,Cosmetics and beauty services,0,0,31000,Another,0,1,0
4,21000,12,23,female,Secondary special education,Cell phones,0,0,81000,Married,1,1,0
4,15000,6,24,male,Higher education,Boats,0,2,31000,Another,1,1,0
4,13000,6,50,male,Secondary special education,Computers,1,2,19000,Another,3,0,0
5,14500,6,45,female,Secondary education,Household appliances,0,2,26000,Another,2,1,0
5,41500,24,41,male,Higher education,Household appliances,1,2,26000,Another,3,0,0
5,13000,6,25,female,Secondary special education,Cell phones,0,2,31000,Another,2,1,0
5,7000,3,58,male,Secondary special education,Household appliances,1,2,31000,Another,0,1,0
5,32000,12,29,female,Secondary education,Cell phones,0,2,25000,Married,2,1,1
5,8000,12,34,female,Secondary special education,Cell phones,1,2,21000,Another,1,0,0
5,24000,12,26,female,Secondary education,Household appliances,0,2,18000,Another,1,0,1
5,7000,4,44,female,Secondary education,Construction Materials,1,2,21000,Another,0,0,0
4,37000,4,29,male,Higher education,Furniture,0,2,41000,Another,0,0,0
4,35500,12,27,female,Incomplete higher education,Cell phones,0,2,56000,Another,1,1,0
4,5000,4,36,female,Secondary special education,Cell phones,1,2,41000,Another,1,1,0
4,58500,24,54,male,Secondary special education,Computers,0,2,26000,Another,1,0,0
5,27000,10,54,male,Secondary special education,Computers,0,2,31000,Another,1,1,0
5,7500,10,39,male,Secondary special education,Cell phones,1,2,39000,Married,1,1,0
5,20500,12,28,female,Secondary education,Cell phones,0,2,19000,Married,3,1,0
5,31000,10,30,female,Higher education,Cell phones,0,0,33000,Unmarried,1,1,0
5,34000,12,29,female,Secondary education,Cell phones,0,2,31000,Married,2,1,1
5,31000,6,57,female,Secondary special education,Cell phones,0,2,10000,Another,0,0,0
5,7500,12,35,male,Higher education,Cell phones,1,2,23000,Married,2,1,0
4,73000,12,33,female,Higher education,Training,0,0,171000,Another,0,0,0
4,21500,12,68,male,Higher education,Medical services,1,2,14000,Another,2,0,0
4,15000,6,23,female,Secondary special education,Clothing,0,2,28000,Another,1,1,0
4,28500,15,30,female,Secondary special education,Household appliances,1,2,41000,Unmarried,1,0,0
4,15000,12,41,male,Higher education,Computers,1,2,18000,Another,1,1,0
4,21000,6,28,female,Incomplete higher education,Cell phones,0,0,51000,Married,0,0,0
4,141500,36,55,male,Secondary special education,Medical services,1,2,46000,Another,1,1,0
4,26500,10,25,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,0
4,24500,18,30,female,Secondary special education,Household appliances,0,2,38000,Another,4,0,1
4,44500,12,22,male,Incomplete higher education,Computers,0,2,21000,Another,2,0,0
5,11500,12,62,male,Secondary special education,Jewelry,1,2,13000,Another,2,1,0
5,7000,6,21,female,Secondary special education,Computers,0,2,34000,Another,3,1,0
4,31000,12,29,male,Higher education,Household appliances,0,0,41000,Married,3,1,1
4,38500,11,22,male,Incomplete higher education,Fitness,0,0,31000,Another,1,0,0
5,20500,4,34,male,Secondary special education,Household appliances,1,2,24000,Another,1,1,0
5,51000,10,22,male,Secondary special education,Computers,0,2,21000,Married,2,1,1
5,23000,12,26,male,Higher education,Cell phones,0,2,31000,Another,3,1,0
5,26000,6,21,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,0
4,22000,12,48,female,Secondary special education,Cell phones,1,1,46000,Unmarried,3,0,0
4,18000,12,55,male,Secondary special education,Computers,0,2,21000,Another,3,1,0
4,9000,10,25,male,Secondary special education,Furniture,0,2,36000,Another,2,0,0
4,16000,12,46,male,Secondary special education,Furniture,1,2,20000,Another,1,0,0
5,13000,12,74,male,Secondary education,Household appliances,0,2,13000,Married,1,1,0
5,34000,12,25,female,Incomplete higher education,Cell phones,0,0,40000,Married,0,1,0
5,27000,12,22,male,Incomplete higher education,Household appliances,0,2,26000,Another,1,1,0
5,137000,18,37,male,Higher education,Household appliances,0,2,71000,Another,1,0,0
5,11500,10,34,male,Higher education,Household appliances,0,2,16000,Unmarried,1,0,0
5,38000,12,53,female,Secondary special education,Household appliances,0,2,41000,Married,0,1,0
5,14500,9,31,female,Secondary special education,Cell phones,1,2,16000,Another,1,0,1
5,31000,12,30,male,Higher education,Cell phones,0,1,21000,Another,3,1,0
5,72500,24,27,male,Secondary special education,Household appliances,1,2,26000,Another,0,1,0
5,28000,12,59,male,Secondary special education,Construction Materials,1,2,16000,Another,1,0,0
5,85500,15,44,female,Secondary special education,Furniture,1,2,41000,Another,1,0,0
5,6500,6,32,male,Higher education,Cell phones,1,2,31000,Another,2,1,0
5,10000,12,22,male,Secondary special education,Cell phones,0,2,21000,Another,1,1,0
5,13500,6,30,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,0
5,14000,6,46,female,Secondary education,Computers,0,2,46000,Married,2,1,0
5,59000,6,47,female,Higher education,Furniture,0,0,31000,Another,1,1,0
5,13000,20,52,male,Secondary education,Medical services,1,2,21000,Another,0,1,0
5,17000,5,47,male,Secondary special education,Windows & Doors,1,2,13000,Another,2,1,0
5,13500,12,43,male,Secondary special education,Medical services,1,2,31000,Married,2,1,0
5,9000,8,29,female,Secondary special education,Cell phones,0,1,21000,Another,1,1,0
5,19000,24,28,male,Secondary special education,Household appliances,0,2,31000,Another,1,1,0
5,65500,15,30,male,Higher education,Windows & Doors,1,2,31000,Another,0,1,0
5,18500,6,37,male,Higher education,Computers,1,2,41000,Another,1,1,0
5,21500,12,64,male,Higher education,Household appliances,1,2,25000,Another,2,0,0
5,8000,3,62,female,Secondary education,Household appliances,0,2,21000,Married,2,1,0
5,25000,9,57,male,Higher education,Fitness,0,2,51000,Married,3,1,0
5,42000,6,71,male,Secondary education,Windows & Doors,0,2,16000,Another,1,1,0
5,11000,10,29,female,Secondary special education,Cell phones,1,2,41000,Another,0,1,0
5,24000,6,23,female,Secondary special education,Computers,0,2,18000,Another,0,1,0
5,101000,18,27,female,Secondary special education,Furniture,0,2,48000,Another,3,1,0
5,16000,10,28,male,Secondary special education,Cell phones,0,2,29000,Another,0,1,0
5,59000,15,31,female,Higher education,Tourism,0,2,61000,Another,0,0,0
5,14500,12,52,male,Secondary special education,Household appliances,0,2,31000,Another,2,0,0
5,22500,12,62,male,Higher education,Windows & Doors,1,2,16000,Married,3,1,0
5,7000,12,45,female,Higher education,Computers,0,2,31000,Another,1,0,0
5,144000,4,32,male,Higher education,Tourism,1,2,51000,Another,3,1,0
5,20500,12,20,male,Secondary special education,Construction Materials,0,2,12000,Another,3,1,0
5,23000,12,23,female,Secondary special education,Cell phones,0,2,21000,Another,4,1,0
5,10000,6,23,female,Secondary special education,Household appliances,1,2,76000,Another,0,1,0
5,45000,15,28,female,Higher education,Fitness,0,0,91000,Another,3,0,0
5,15000,12,21,female,Secondary special education,Computers,0,2,16000,Another,3,1,0
5,18000,12,31,female,Secondary special education,Household appliances,0,2,21000,Another,1,1,0
5,7500,6,37,male,Secondary special education,Clothing,1,2,21000,Another,0,0,0
5,32000,10,39,female,Secondary special education,Computers,1,0,61000,Another,0,0,0
5,9500,12,43,female,Secondary special education,Cell phones,1,0,51000,Another,1,0,0
5,23000,12,19,male,Secondary education,Cell phones,0,2,13000,Married,0,1,0
5,12000,6,53,male,Secondary special education,Household appliances,0,2,13000,Another,3,1,0
5,29500,3,22,male,Secondary special education,Cell phones,1,2,16000,Another,0,1,0
5,14500,24,38,male,Secondary special education,Household appliances,1,2,11000,Another,0,0,0
5,14500,10,35,male,Secondary special education,Cell phones,1,2,40000,Another,1,1,0
5,15500,18,73,male,Secondary education,Household appliances,0,2,13000,Another,1,1,0
5,35000,12,26,female,Higher education,Cell phones,0,2,28000,Another,0,1,0
5,57000,15,33,female,Higher education,Tourism,1,2,41000,Another,0,1,0
5,12000,6,25,female,Secondary special education,Cell phones,0,2,12000,Another,0,1,1
5,38000,12,42,female,Secondary education,Cell phones,0,2,18000,Another,1,1,0
5,27500,36,39,male,Secondary special education,Household appliances,0,2,31000,Another,3,1,0
5,11500,6,22,female,Secondary education,Audio & Video,1,2,21000,Married,0,0,0
5,28500,12,54,male,Secondary special education,Computers,0,2,25000,Married,2,1,0
5,25000,18,42,female,Secondary education,Cell phones,1,2,26000,Married,1,1,0
5,6500,6,35,female,Secondary special education,Cell phones,1,2,26000,Another,3,1,0
5,18500,9,22,female,Incomplete higher education,Household appliances,0,2,21000,Married,0,1,0
5,41500,12,19,male,Secondary education,Jewelry,0,2,31000,Another,0,0,1
5,16500,12,30,female,Secondary special education,Computers,0,2,26000,Another,0,1,0
5,13500,12,28,female,Secondary special education,Cell phones,0,2,27000,Another,0,1,0
5,13000,6,27,female,Secondary special education,Household appliances,0,0,31000,Another,3,0,0
5,27500,12,25,male,Secondary special education,Jewelry,0,2,21000,Another,1,1,1
5,11000,12,26,male,Secondary education,Cell phones,1,0,36000,Another,3,1,0
5,9500,6,45,male,Secondary special education,Furniture,1,2,14000,Married,0,1,0
5,17000,18,32,female,Higher education,Cell phones,1,2,21000,Another,1,0,0
5,15000,12,63,female,Secondary education,Construction Materials,1,2,16000,Another,1,1,0
5,38500,12,39,female,Secondary special education,Cell phones,1,0,46000,Unmarried,1,1,1
5,5500,6,52,female,Secondary special education,Cell phones,0,2,26000,Another,2,0,0
5,36000,12,28,female,Secondary special education,Auto,0,2,51000,Another,0,1,0
5,5000,6,23,female,Secondary special education,Cell phones,1,2,31000,Another,2,1,0
5,35500,18,37,female,Secondary education,Garden equipment,1,2,16000,Another,0,1,0
5,12500,10,27,female,Secondary special education,Household appliances,1,2,31000,Another,2,1,0
5,24500,6,46,female,Secondary special education,Auto,1,2,26000,Married,4,1,0
5,17500,12,24,male,Secondary education,Cell phones,0,2,21000,Another,3,0,1
5,12000,10,32,male,Higher education,Cell phones,1,2,18000,Married,1,1,1
5,37500,12,25,female,Secondary special education,Cell phones,0,0,56000,Another,1,1,0
5,14000,12,63,male,Secondary special education,Medical services,0,2,16000,Married,0,1,0
5,30500,12,54,female,Higher education,Construction Materials,0,2,46000,Married,2,1,0
5,17000,12,22,female,Secondary special education,Cell phones,0,0,38000,Married,0,1,1
6,22500,4,27,male,Higher education,Clothing,1,2,81000,Another,2,1,0
6,29000,10,48,male,Secondary education,Furniture,1,2,16000,Married,1,0,0
5,7000,9,29,male,Secondary education,Computers,1,2,21000,Another,2,1,0
5,58500,10,48,male,Secondary special education,Auto,1,2,30000,Married,0,1,1
6,44000,12,40,male,Higher education,Cosmetics and beauty services,0,0,41000,Another,1,0,0
6,14500,12,35,male,Higher education,Cell phones,0,2,21000,Married,1,1,1
6,8000,6,55,male,Secondary education,Cell phones,0,2,16000,Another,0,0,0
6,166000,12,34,male,Higher education,Clothing,1,2,71000,Another,1,0,0
6,36500,6,54,male,Secondary special education,Windows & Doors,1,2,26000,Another,1,0,0
6,10500,6,54,male,Higher education,Auto,0,2,33000,Married,1,1,0
6,131000,24,31,female,Secondary special education,Construction Materials,0,2,39000,Another,3,1,0
6,53500,12,37,male,Higher education,Training,1,0,26000,Another,0,1,0
6,18000,18,39,male,Secondary special education,Cell phones,1,2,18000,Another,2,0,0
6,19000,12,23,female,Secondary special education,Cell phones,0,2,26000,Married,1,1,0
6,21000,6,29,female,Secondary special education,Household appliances,0,0,41000,Another,1,1,0
6,44000,12,23,female,Secondary special education,Computers,0,2,23000,Another,0,0,0
6,31000,6,30,male,Higher education,Clothing,0,1,37000,Another,1,1,0
6,38000,15,28,female,Higher education,Tourism,0,2,39000,Another,1,1,0
6,19000,8,24,female,Secondary special education,Household appliances,0,2,26000,Another,0,1,0
6,10000,3,29,male,Secondary special education,Cell phones,1,2,23000,Married,0,1,0
6,41000,12,42,female,Secondary special education,Furniture,1,2,26000,Married,0,1,0
6,19000,5,28,female,Higher education,Household appliances,0,2,33000,Another,0,1,0
6,9000,6,44,male,Secondary special education,Furniture,1,2,15000,Another,2,1,0
6,40000,12,64,male,Secondary special education,Furniture,0,2,18000,Unmarried,1,0,0
6,123500,24,26,male,Secondary special education,Auto,0,2,26000,Married,0,0,0
6,30000,18,26,male,Secondary special education,Cell phones,1,2,33000,Another,1,1,1
6,9500,10,24,female,Higher education,Cell phones,0,2,51000,Unmarried,0,0,1
